id,tier,primary,p_primary,secondary,self_contained,needs_figure
lc2170,fallback,leetcode.hash-maps,0.86,leetcode.greedy,0.94,0.03
lc2171,fallback,leetcode.greedy,0.8,,0.94,0.03
lc2172,fallback,leetcode.bit-manipulation,0.3,,0.93,0.04
lc2174,fallback,leetcode.graphs,0.64,,0.92,0.09
lc2176,fallback,leetcode.arrays-strings,0.91,,0.96,0.03
lc2177,fallback,leetcode.math,0.94,,0.94,0.02
lc2178,fallback,leetcode.greedy,0.91,,0.94,0.03
lc2179,fallback,leetcode.ordered-set,0.25,,0.94,0.04
lc2180,fallback,leetcode.arrays-strings,0.45,,0.96,0.02
lc2181,fallback,leetcode.linked-lists,0.89,,0.87,0.19
lc2182,fallback,leetcode.greedy,0.9,,0.94,0.03
lc2183,fallback,leetcode.math,0.93,leetcode.hash-maps,0.94,0.03
lc2184,fallback,leetcode.subsets,0.33,,0.86,0.39
lc2185,fallback,leetcode.arrays-strings,0.77,,0.95,0.03
lc2186,fallback,leetcode.hash-maps,0.97,,0.94,0.03
lc2187,fallback,leetcode.binary-search,0.96,,0.93,0.03
lc2188,fallback,leetcode.dp-1d,0.93,,0.92,0.04
lc2189,fallback,leetcode.recursion,0.76,,0.69,0.68
lc2190,fallback,leetcode.hash-maps,0.95,leetcode.arrays-strings,0.95,0.03
lc2191,fallback,leetcode.sorting-algorithms,0.24,,0.95,0.03
lc2192,fallback,leetcode.graphs,0.92,,0.91,0.19
lc2193,fallback,leetcode.two-pointers,0.82,leetcode.greedy,0.92,0.03
lc2194,fallback,leetcode.arrays-strings,0.79,,0.78,0.17
lc2195,fallback,leetcode.greedy,0.8,,0.92,0.03
lc2196,fallback,leetcode.hash-maps,0.79,,0.79,0.19
lc2197,fallback,leetcode.stack,0.89,,0.91,0.03
lc2198,fallback,leetcode.hash-maps,0.68,,0.93,0.03
lc2200,fallback,leetcode.arrays-strings,0.87,,0.95,0.03
lc2201,fallback,leetcode.hash-maps,0.72,,0.94,0.2
lc2202,fallback,leetcode.greedy,0.63,,0.94,0.04
lc2203,fallback,leetcode.shortest-paths,0.94,,0.9,0.3
lc2204,fallback,leetcode.topological-sort,0.59,,0.92,0.09
lc2206,fallback,leetcode.hash-maps,0.96,,0.95,0.03
lc2207,fallback,leetcode.greedy,0.66,,0.94,0.03
lc2208,fallback,leetcode.greedy,0.92,,0.94,0.03
lc2209,fallback,leetcode.dp-1d,0.65,,0.92,0.23
lc2210,fallback,leetcode.arrays-strings,0.92,,0.94,0.05
lc2211,fallback,leetcode.arrays-strings,0.7,,0.92,0.08
lc2212,fallback,leetcode.subsets,0.76,leetcode.knapsack-dp,0.93,0.2
lc2213,fallback,leetcode.recursion,0.16,,0.89,0.03
lc2214,fallback,leetcode.greedy,0.93,,0.94,0.03
lc2215,fallback,leetcode.hash-maps,0.87,,0.95,0.02
lc2216,fallback,leetcode.greedy,0.89,leetcode.arrays-strings,0.95,0.03
lc2217,fallback,leetcode.math,0.85,,0.92,0.03
lc2218,fallback,leetcode.dp-1d,0.33,,0.91,0.31
lc2219,fallback,leetcode.prefix-sums,0.86,,0.95,0.03
lc2220,core,leetcode.bit-manipulation,0.99,,0.93,0.04
lc2221,fallback,leetcode.arrays-strings,0.85,,0.95,0.19
lc2222,fallback,leetcode.prefix-sums,0.54,,0.94,0.04
lc2223,fallback,leetcode.arrays-strings,0.1,,0.93,0.04
lc2224,fallback,leetcode.greedy,0.92,,0.96,0.03
lc2225,fallback,leetcode.hash-maps,0.96,,0.94,0.03
lc2226,fallback,leetcode.binary-search,0.97,,0.93,0.03
lc2229,fallback,leetcode.hash-maps,0.69,,0.94,0.03
lc2231,fallback,leetcode.greedy,0.82,,0.94,0.03
lc2232,fallback,leetcode.arrays-strings,0.81,,0.89,0.05
lc2233,fallback,leetcode.greedy,0.81,,0.92,0.03
lc2234,fallback,leetcode.greedy,0.5,,0.92,0.03
lc2235,fallback,leetcode.math,0.36,,0.96,0.02
lc2236,fallback,leetcode.binary-trees,0.21,,0.85,0.07
lc2237,fallback,leetcode.prefix-sums,0.89,,0.94,0.05
lc2239,fallback,leetcode.arrays-strings,0.89,,0.96,0.03
lc2240,fallback,leetcode.math,0.11,,0.94,0.03
lc2242,fallback,leetcode.top-k-elements,0.49,,0.93,0.2
lc2243,fallback,leetcode.arrays-strings,0.95,,0.95,0.04
lc2244,fallback,leetcode.greedy,0.72,leetcode.hash-maps,0.95,0.03
lc2245,fallback,leetcode.prefix-sums,0.95,,0.88,0.44
lc2246,fallback,leetcode.tree-dfs,0.96,leetcode.recursion;leetcode.graphs,0.91,0.11
lc2247,fallback,leetcode.bit-manipulation,0.62,,0.92,0.05
lc2248,fallback,leetcode.hash-maps,0.82,,0.93,0.03
lc2249,fallback,leetcode.arrays-strings,0.44,,0.93,0.25
lc2250,fallback,leetcode.ordered-set,0.41,,0.93,0.1
lc2251,fallback,leetcode.ordered-set,0.36,,0.93,0.17
lc2255,fallback,leetcode.arrays-strings,0.79,,0.95,0.02
lc2256,fallback,leetcode.prefix-sums,0.91,,0.95,0.03
lc2257,fallback,leetcode.arrays-strings,0.9,,0.92,0.22
lc2258,fallback,leetcode.binary-search,0.92,,0.91,0.29
lc2259,fallback,leetcode.arrays-strings,0.54,,0.95,0.02
lc2260,fallback,leetcode.hash-maps,0.89,,0.94,0.03
lc2261,fallback,leetcode.hash-maps,0.47,,0.94,0.03
lc2262,fallback,leetcode.dp-1d,0.53,,0.93,0.03
lc2263,fallback,leetcode.dp-1d,0.86,,0.93,0.03
lc2264,fallback,leetcode.arrays-strings,0.31,,0.96,0.02
lc2265,fallback,leetcode.tree-dfs,0.96,leetcode.recursion;leetcode.binary-trees,0.81,0.12
lc2266,fallback,leetcode.dp-1d,0.82,,0.32,0.63
lc2267,fallback,leetcode.recursion,0.65,leetcode.dp-grid,0.92,0.24
lc2268,fallback,leetcode.greedy,0.96,,0.86,0.26
lc2269,fallback,leetcode.arrays-strings,0.8,,0.94,0.03
lc2270,fallback,leetcode.prefix-sums,0.87,,0.96,0.03
lc2271,fallback,leetcode.sliding-window,0.88,leetcode.two-pointers,0.91,0.08
lc2272,fallback,leetcode.dp-1d,0.47,,0.9,0.03
lc2273,fallback,leetcode.hash-maps,0.83,leetcode.arrays-strings,0.94,0.03
lc2274,fallback,leetcode.arrays-strings,0.42,,0.93,0.04
lc2275,fallback,leetcode.bit-manipulation,0.24,,0.9,0.03
lc2277,fallback,leetcode.tree-dfs,0.57,,0.84,0.11
lc2278,fallback,leetcode.arrays-strings,0.48,,0.95,0.03
lc2279,fallback,leetcode.greedy,0.97,,0.94,0.03
lc2280,fallback,leetcode.arrays-strings,0.28,,0.75,0.42
lc2281,fallback,leetcode.monotonic-stack,0.93,,0.91,0.03
lc2282,fallback,leetcode.monotonic-stack,0.94,leetcode.stack,0.94,0.08
lc2283,fallback,leetcode.hash-maps,0.96,,0.96,0.03
lc2284,fallback,leetcode.hash-maps,0.95,,0.95,0.03
lc2285,fallback,leetcode.greedy,0.94,,0.94,0.21
lc2287,fallback,leetcode.hash-maps,0.97,,0.94,0.03
lc2288,fallback,leetcode.arrays-strings,0.87,,0.95,0.03
lc2289,fallback,leetcode.monotonic-stack,0.84,leetcode.stack,0.91,0.04
lc2290,fallback,leetcode.shortest-paths,0.59,,0.93,0.06
lc2291,fallback,leetcode.knapsack-dp,0.96,,0.94,0.03
lc2293,fallback,leetcode.arrays-strings,0.93,,0.96,0.06
lc2294,fallback,leetcode.greedy,0.96,,0.93,0.03
lc2295,fallback,leetcode.hash-maps,0.82,,0.95,0.03
lc2297,fallback,leetcode.monotonic-stack,0.85,,0.93,0.05
lc2299,fallback,leetcode.arrays-strings,0.95,,0.96,0.03
lc2300,fallback,leetcode.binary-search,0.59,,0.93,0.03
lc2301,fallback,leetcode.arrays-strings,0.68,,0.94,0.03
lc2302,fallback,leetcode.binary-search,0.77,,0.93,0.03
lc2303,fallback,leetcode.arrays-strings,0.92,,0.95,0.04
lc2304,fallback,leetcode.dp-grid,0.78,,0.94,0.07
lc2305,fallback,leetcode.backtracking,0.96,leetcode.recursion;leetcode.subsets,0.93,0.03
lc2306,fallback,leetcode.hash-maps,0.72,,0.94,0.03
lc2307,fallback,leetcode.union-find,0.96,,0.9,0.03
lc2309,fallback,leetcode.hash-maps,0.84,,0.95,0.03
lc2310,fallback,leetcode.math,0.74,,0.95,0.03
lc2311,fallback,leetcode.greedy,0.86,,0.92,0.03
lc2312,fallback,leetcode.recursion,0.57,,0.92,0.24
lc2315,fallback,leetcode.arrays-strings,0.92,,0.95,0.09
lc2316,fallback,leetcode.graphs,0.91,,0.88,0.08
lc2317,fallback,leetcode.bit-manipulation,0.73,,0.9,0.03
lc2318,fallback,leetcode.math,0.13,,0.92,0.04
lc2319,fallback,leetcode.arrays-strings,0.94,,0.93,0.2
lc2320,fallback,leetcode.dp-1d,0.92,,0.83,0.37
lc2321,fallback,leetcode.dp-1d,0.46,,0.94,0.03
lc2322,fallback,leetcode.tree-dfs,0.92,,0.89,0.32
lc2323,fallback,leetcode.greedy,0.94,,0.93,0.03
lc2325,fallback,leetcode.hash-maps,0.82,,0.89,0.18
lc2326,fallback,leetcode.arrays-strings,0.76,,0.82,0.4
lc2327,fallback,leetcode.dp-1d,0.58,,0.93,0.03
lc2328,fallback,leetcode.recursion,0.6,,0.92,0.06
lc2330,fallback,leetcode.two-pointers,0.96,leetcode.arrays-strings,0.93,0.03
lc2335,fallback,leetcode.greedy,0.92,,0.94,0.04
lc2345,fallback,leetcode.merge-intervals,0.77,leetcode.greedy,0.88,0.29
lc2354,fallback,leetcode.hash-maps,0.72,,0.9,0.03
lc2369,fallback,leetcode.dp-1d,0.97,leetcode.recursion,0.95,0.03
lc2370,fallback,leetcode.dp-1d,0.74,,0.94,0.03
lc2371,fallback,leetcode.greedy,0.83,,0.88,0.28
lc2376,fallback,leetcode.recursion,0.64,,0.92,0.03
lc2383,fallback,leetcode.greedy,0.81,,0.96,0.03
lc2384,fallback,leetcode.greedy,0.86,leetcode.hash-maps,0.88,0.03
lc2385,fallback,leetcode.graphs,0.82,,0.71,0.15
lc2392,core,leetcode.topological-sort,0.98,,0.92,0.22
lc2402,core,leetcode.greedy,0.36,,0.92,0.04
lc2707,core,leetcode.dp-1d,0.97,,0.93,0.03
lc2709,core,leetcode.union-find,0.96,,0.85,0.04
lc2807,core,leetcode.linked-lists,0.92,,0.84,0.14
lc3133,core,leetcode.bit-manipulation,0.52,,0.88,0.03
